citekey,fig_no,form,plot_type,has_defect,"hand-picked or k-of-N example, rule unstated",n or counts not shown,"axis broken, truncated or pinned",axes not comparable across panels,bar or mean standing in for a distribution,"no dispersion, error bar, CI or test",pooled where per-system was needed,two measures on one axis,claim with no quantitative panel,oracle-selected model displayed,failures not shown beside successes,other / uncategorised,hides
krishna2024rfaa,S4D,PLOT,box,1,0,1,1,0,0,0,0,0,0,0,0,0,"**Truncated at 20 Å**; **per-box n not given**, which is the whole point of a split-by-subgroup panel — the ""has cofactor(s)"" subgroup could be small"
krishna2024rfaa,S5A,PLOT,bar,1,0,0,0,0,0,0,0,0,0,0,0,1,"Binning is **uneven in width** (2.5, 2.5, 3, 2, open) which distorts the visual shape of the distribution; the open top bin hides how bad the failures are"
krishna2024rfaa,S5B,RENDER,structure render,1,0,0,0,0,0,0,0,0,0,0,0,1,Selected success
krishna2024rfaa,S5C,PLOT,box,1,0,1,0,0,0,0,0,0,0,0,0,0,"**Per-box n not shown**, and the monosaccharide-count panel plainly has very unequal bins (chains of 7–8 monosaccharides must be rare), so the ""longer glycans can still be successfully modeled"" claim rests on invisible counts"
krishna2024rfaa,S6,PLOT,line,1,0,0,0,0,0,0,0,0,0,0,0,1,"**The measure ceilings at 100 by construction** (100 designs), and four of six curves reach it before TM 0.8, so the right-hand third of the panel carries no information; this is a real numeric ceiling and is the one place in the paper where a metric saturates"
krishna2024rfaa,S7A-C,PLOT,histogram,1,0,1,0,0,0,0,0,0,0,0,0,0,"**Panel C's n is never given** — it is the self-consistent subset of the 400, and the whole force of C is that filtering does not change the picture, which cannot be judged without the count; **A and C share no common y-scale with B**"
krishna2024rfaa,S7D,RENDER,structure render,0,0,0,0,0,0,0,0,0,0,0,0,0,
krishna2024rfaa,S8A,RENDER,structure render,1,0,0,0,0,0,0,0,0,1,0,0,0,"Electrostatic surfaces are shown on a **blue–red scale with no numeric legend or units**, yet a quantitative charge–wavelength correlation is claimed from them in Fig S9"
krishna2024rfaa,S8B,PLOT,line,1,0,0,0,0,0,0,0,0,0,0,0,1,"**Normalisation hides incorporation efficiency**, the property the CpcA comparison is about"
krishna2024rfaa,S8C,PLOT,line,1,0,0,0,0,0,0,0,0,0,0,0,1,"The relative quantum yields (100 / 57.6 / 17.1 / 38.4%) are given as caption text, **not as a plotted quantity with error**"
krishna2024rfaa,S9,PLOT,scatter,1,0,1,0,0,0,1,0,0,0,0,0,0,"**Almost certainly n ≈ 3–9** — the paper only ever characterises three purified and nine screened bilin binders — yet a correlation is asserted in the text (""The degree of red shifting largely correlates with the strength of negative coulombic potential within 5 Å of the chromophore"", p10) with **no"
krishna2024rfaa,S10,RENDER,structure render,1,0,0,0,0,0,0,0,0,0,0,0,1,"The claim being supported (""the closest entry with a similar ligand in the training set by TM score is below 0.62"") is **quantitative but is shown only as renders**; the TM-score distribution behind ""below 0.62"" is not plotted here"
krishna2024rfaa,S11A,PLOT,scatter,1,0,1,0,0,0,0,0,0,0,0,0,0,"The headline ""median GDT of 85 vs. 86"" (p11) is **not shown on the panel** and cannot be read off a scatter; per-difficulty-class counts are not given"
krishna2024rfaa,S11B,PLOT,scatter,1,0,0,0,0,0,0,0,0,0,0,0,1,"The headline ""median allatom-LDDT of 0.74 vs. 0.78"" (p11) is **not marked on the panel**; the points sit visibly above the diagonal (RFNA better) and no summary or test quantifies the gap"
ku2026promise,1,SCHEMATIC,schematic,1,0,1,0,0,0,0,0,0,0,0,0,0,"The TM matrix shown is illustrative, not real data; no counts for how many pairs survive each filter step (1,333,459 → 577 is given only in text)"
ku2026promise,2A,PLOT,bar,1,0,0,0,0,0,1,0,0,0,0,0,0,"Bars with no error bars, no CI and no per-cluster distribution behind them; BioEmu's two absent bars are not marked ""not run"" and read as zero; the y-axis is 0–1 while all values sit below 0.51"
ku2026promise,2B,PLOT,"bar (stacked, 100%)",1,0,0,0,0,0,0,0,0,0,0,0,1,"Denominator differs per bar (only failed clusters), so bar heights are not comparable to 2A; BioEmu's 71-cluster denominator is unexplained"
ku2026promise,2C,PLOT,box,1,0,1,0,0,0,0,0,0,0,0,0,0,"n not printed on the figure; the intrinsic set is absent from this panel with no placeholder (its labels are arbitrary, explained only in text)"
ku2026promise,2D,RENDER,structure render,1,0,0,0,0,0,0,0,0,0,1,0,0,"**The displayed prediction is chosen against the answer**: ""the prediction closest to state 1 was selected"" / ""the prediction closest to the apo state was selected"" — a best-of-100 render standing in for a distribution"
ku2026promise,3A,PLOT,scatter,1,0,0,0,0,0,0,0,0,0,0,0,1,Per-panel n never given; two aesthetics (colour and size) encode two further variables with the size legend absent
ku2026promise,3B,PLOT,box (with overlaid strip),1,0,0,0,0,0,0,0,0,0,0,0,1,"The BioEmu dot is constructed differently from the others (subsampled and averaged over 50 trials vs raw per-seed SD), so the compared quantities are not identically defined — stated in the caption, invisible in the plot"
ku2026promise,3C,PLOT,line,1,0,1,0,0,0,0,0,0,0,0,0,0,"No per-bin n, so the BioEmu peaks at the extreme bins rest on unknown denominators; the extreme bins fall to 0 for all models with no indication whether that is emptiness or failure"
ku2026promise,S1,PLOT,donut / pie (see `unresolved` — not in the v3 `plot_type` list),1,0,1,0,0,0,0,0,0,0,0,0,0,"Percentages only, no counts, so a 3.81% wedge could be 3 clusters; the ""Other"" wedge is the largest or second largest in all three panels (20.3%, 19%, 31.4%), which undercuts the caption's breadth claim"
ku2026promise,S2,PLOT,bar,1,0,0,0,0,0,1,0,0,0,0,0,0,12 series in one panel with no faceting makes the confidence-vs-random comparison hard to read pairwise; no error bars on the random arms despite n = 50 draws being available
ku2026promise,S3A,PLOT,bar,1,0,0,0,0,0,0,0,0,0,0,0,1,Two different success criteria (DockQ and ligand RMSD) plotted on one axis as if commensurable
ku2026promise,S3B,PLOT,scatter,1,0,1,0,0,0,0,0,1,0,0,0,0,Two different measures share a row; per-panel n not given
ku2026promise,S3C,PLOT,bar,1,0,0,0,0,0,0,0,0,0,0,0,1,"Per-bin n absent, so the <1 Å and >10 Å extremes could rest on very few pairs"
ku2026promise,S4,PLOT,box,1,0,1,0,0,0,0,0,0,0,0,0,0,Chai-1 and BioEmu absent (no pair representations / not run) without an in-figure note; n not printed
ku2026promise,S5A-B,PLOT,"bar (stacked, 100%)",1,0,0,0,0,0,0,0,0,0,0,0,1,"Denominator is failed entries only and varies enormously across bars (15 to 287), so segment percentages compare unlike samples; annotated as counts above the bars, which mitigates it"
ku2026promise,S5C,PLOT,"bar (stacked, 100%)",1,0,0,0,0,0,0,0,0,0,0,0,1,"Smallest segments are unlabelled, so ""both fail"" must be recovered by subtraction"
ku2026promise,S6A,PLOT,scatter,1,0,1,0,0,0,0,0,0,0,0,0,0,Per-panel n not printed
ku2026promise,S6B,PLOT,point (with 95% CI error bars),1,0,0,0,0,0,0,0,0,0,0,0,1,*(none — per-bin n is annotated and CIs are shown)*
ku2026promise,S7A,RENDER,structure render,1,0,1,0,0,0,0,0,0,0,0,0,0,Whether any prediction is shown at all is not stated in the caption
ku2026promise,S7B,PLOT,bar,1,0,0,0,0,0,0,0,0,0,0,0,1,The entire memorization-resolution argument rests on one cluster; the panel does not show that n = 1
ku2026promise,S8,PLOT,scatter (grid of small multiples),1,0,0,0,0,0,0,0,0,0,0,0,1,The neutrality restriction \|MSA_holo\| < 0.3 removes an unreported fraction of the data from every panel; no panel states how many points survive it
ku2026promise,S9,PLOT,scatter (grid of small multiples),1,0,1,0,0,0,0,0,0,0,0,0,0,As S8: the \|Train_holo\| < 0.3 restriction silently changes n per panel; correlations near zero are reported without n
lam2026metadiffusion,**1A–D**,SCHEMATIC,schematic,0,0,0,0,0,0,0,0,0,0,0,0,0,
lam2026metadiffusion,**2A + 2B(left) + 2C(left)**,RENDER,structure render,1,1,1,0,0,1,1,0,0,0,0,0,0,"**2A carries the SASA claim on n = 1 structure per condition with no distribution** — three numbers (7,541 / 7,948 / 10,179 Å²) with no spread, no repeat and no n stated. **2C's angle labels are 3 hand-picked conformers out of an ensemble**, with no indication of how they were selected."
lam2026metadiffusion,**2B**,PLOT,scatter,1,0,1,0,0,0,1,0,0,0,0,0,0,"**n behind each point is never stated** — each is presumably a mean over an ensemble but no error bar is drawn. The x-axis extends to 70 Å while the achieved values plateau at ~45 Å from ~45 Å onward, so **the last third of the panel is a flat, unlabelled saturation** that the caption does not menti"
lam2026metadiffusion,**2C**,PLOT,line (filled KDE),1,0,0,0,0,0,0,0,0,0,0,0,1,**n behind each KDE is never given** — neither in the caption nor the text. A density estimate whose sample size is unstated cannot be assessed.
lam2026metadiffusion,**3A**,PLOT,scatter + contour,1,0,0,0,0,0,0,0,0,0,0,0,1,"**Three KDEs with wildly unequal n (4,000 vs 128 vs 128) are overlaid as if comparable** — contour density is n-dependent and the visual impression of BioEmu's tightness is partly a sample-size artefact. **The two dashed guides at 7.5 Å are unlabelled and unexplained** in caption and text. The panel"
lam2026metadiffusion,**3B**,PLOT,box,1,0,0,0,0,0,0,0,1,1,0,0,0,"**Log y-axis with only two decade ticks (10⁻¹, 10¹) and no numeric labels on any box** — the monotone-scaling claim (p4) can be read as a trend but no value can be extracted. **The NMR arm (n = 14 deposited models) is placed on the same axis as generated ensembles** without noting that experimental "
lam2026metadiffusion,**3C**,PLOT,scatter + contour,1,0,1,0,0,0,0,0,0,1,0,0,0,"**n per panel is never stated** anywhere. All three panels share fixed axes (good), but **no quantitative summary of the spread is given** — the ""more diverse"" claim is left to the eye. **The apo/holo markers are drawn but never used**: no distance to either is reported, so the reader cannot tell wh"
lam2026metadiffusion,**3D**,PLOT,line (+ accompanying renders),1,1,0,0,0,0,0,0,0,0,0,0,0,"**The two RMSF traces are drawn on the same 0–20 Å axis, and the metadiffusion trace visibly fills it while the MD trace hugs zero — a ~5.8× magnitude gap (6.18 Å vs 1.06 Å, printed in-panel) that the caption and the running text never mention.** The figure is honest; the text is silent. Also **a si"
lam2026metadiffusion,**3E**,PLOT,box,1,0,0,0,0,0,0,0,0,0,0,0,1,"**Only outlier points are drawn, not the full distribution** — the body of 256 values is represented by the box alone, so the shape of the distribution (and any bimodality) is invisible. Means are printed in the axis labels, which is good practice; **n = 256 is stated in the caption but not on the p"
lam2026metadiffusion,**4A–D**,RENDER,structure render,1,0,1,0,0,0,0,0,0,1,0,0,0,"**This is the paper's clearest figure-level defect: an entire results section — ""different poses … can be resolved"", ""can be mapped to different binding conformations"", ""different pockets"" (all p5) — is supported by renders and nothing else.** No pose RMSD, no pocket identification or naming, no cou"
lam2026metadiffusion,**5A + 5B(right)**,PLOT,line (filled),1,0,0,0,0,0,0,0,0,0,0,0,1,"**The generated curves are ensemble averages presented as a single line, with no band showing the spread across the 8 or 16 members** — a broad ensemble and a tight one that happen to share a mean are indistinguishable here, which matters because the paper's own claim is that these ensembles are sim"
lam2026metadiffusion,**5B(left)**,PLOT,scatter,1,0,0,0,0,0,0,0,0,0,0,0,1,"**No unbiased-Boltz-2 comparison points are plotted**, although the text gives the unbiased R values (0.66 and 0.97, p5) — so the improvement the text claims is not visible in the figure. **The error bars are undefined** (SD? SEM? range?) in caption and Methods."
lam2026metadiffusion,**5B(bottom)**,PLOT,line,1,0,0,0,0,0,0,0,0,0,0,0,1,"**Traces are drawn as connected lines across residue index**, which implies continuity between non-adjacent assigned residues and visually inflates agreement; a per-residue difference plot would show the actual errors. Gaps from unassigned residues are not marked."
lam2026metadiffusion,**S1**,PLOT,scatter (strip),1,0,0,0,0,0,0,0,0,0,0,0,1,"**Linear y-axis with a long upper tail compresses the entire body of the distribution into the bottom decade** — the visible difference between ""before"" and ""after"" is carried by a handful of outliers while the bulk is an unreadable black band at zero. A log axis or a violin would show the actual sh"
lam2026metadiffusion,**S2**,PLOT,bar,1,0,0,0,0,0,1,0,0,0,0,0,0,"**Single timing run per bar with no error bars and no stated repeats.** The log y-axis compresses the O(N²) blow-up (265 s → 1,915 s at n = 128) so it reads as a modest gap; every bar is numerically labelled, which rescues it. **Benchmarked on one 76-residue protein only**, so the cost claim does no"
lazou2026cryptic,1,PLOT,bar (stacked),1,0,1,1,0,0,0,0,0,0,0,0,0,"**Yes.** (1) y-axis maximum is set per panel — AF3 panels are pinned 0–500 while PDB panels run 0–7 (Group 1c bound), 0–10 (Group 2 bound), 0–700 (Group 1b unbound) — so the ""distributions agree"" claim is read across non-comparable, unnormalised axes; nothing is expressed as a fraction. (2) counts a"
lazou2026cryptic,2A-D (upper),PLOT,bar,1,0,1,1,0,0,0,0,0,0,0,0,0,"**Yes** — same per-panel y-axis rescaling as Fig 1 (RNase A PDB-bound panel tops out at 7, GluR2 PDB-unbound at 340), and no n totals shown."
lazou2026cryptic,2A-D (lower),PLOT,scatter,1,0,0,0,0,0,0,0,0,0,0,0,1,"**Yes** — the classification cutoff (half the open–closed reference RMSD) is the whole basis of the state calls and is not drawn on these axes, so a reader cannot check any assignment against the plotted points; axis ranges differ panel to panel; dense overplotting of 500 points with no density enco"
lazou2026cryptic,3A-B,RENDER,structure render,1,0,0,0,0,0,0,0,0,0,0,0,1,Shows one pLDDT-top-ranked model out of 500 with no indication of ensemble spread; the quantitative counterpart lives in Table 2 and Fig 4A.
lazou2026cryptic,4A,PLOT,scatter (strip / transposed dot plot),1,0,0,0,0,0,0,0,0,0,0,0,1,"Heavy overplotting: 500 points per row collapse to a few visible clusters with no jitter or density encoding, so the *fraction* correct (the number the paper actually reports) is unreadable from the panel and must be taken from Table 2."
lazou2026cryptic,4B,PLOT,scatter,1,0,0,1,0,0,0,0,0,0,0,0,0,"**Yes.** (1) The measure axis is log-scaled while the fit is labelled ""Linear (R² = 0.36)"" and drawn as a curve — the R² is therefore not the R² of the line as drawn, and the text quotes 0.35 rather than 0.36 (p7). (2) The pLDDT axis is truncated at 45 rather than 0. (3) ~8,000 points at high opacit"
lazou2026cryptic,4C,PLOT,bar,1,0,0,0,0,0,0,0,0,0,1,0,0,"**Yes** — panels are selected post hoc (""shown only for cases where clashes were detected"", caption p6), so the denominator, the thirteen clash-free systems, is invisible; and each panel has its own y-axis (PDK's runs 0–2, Hsp90's 0–400), which flattens the ~200-fold difference in severity that the "
lazou2026cryptic,5A,PLOT,scatter (strip),1,0,0,0,0,0,0,0,0,1,0,0,0,Cluster membership is labelled by hand on the plot rather than counted; the ~half-the-ensemble figure quoted in the text (p5) has no numeric encoding in the panel.
lazou2026cryptic,5B,RENDER,structure render,0,0,0,0,0,0,0,0,0,0,0,0,0,—
lazou2026cryptic,6A,PLOT,bar (stacked),1,0,1,1,0,0,0,0,0,0,0,0,0,"**Yes** — the AF3 panels are pinned 0–500 while the PDB-bound panel tops at 7 and PDB-unbound at ~50, so an 8-protein held-out result with single-digit reference counts is displayed at the same visual weight as the 500-model ensembles; no n totals or fractions shown."
lazou2026cryptic,6B-D (upper),PLOT,bar,1,0,0,0,0,0,0,0,0,0,0,0,1,"**Yes** — several PDB panels have a y-axis maximum of 1–4 structures, and the panel gives no visual signal that the reference distribution is a single structure."
lazou2026cryptic,6B-D (lower),PLOT,scatter,1,0,0,0,0,0,0,0,0,0,0,0,1,**Yes** — classification cutoff not drawn; PDB panels frequently contain one or two points; ARHGEF2's diagonal streak is the misfolded C-terminus and is not marked as such in the panel.
lee2025seqassoc,1,SCHEMATIC,schematic,1,0,0,0,0,0,0,0,0,1,0,0,0,"Carries a plDDT colour bar with no numeric range printed, on structures that are decorative rather than measured"
lee2025seqassoc,2A,PLOT,scatter,1,0,0,0,0,0,1,1,0,0,0,0,0,"**Yes.** (i) One of the four points is a *pooled union of three methods*, so the headline comparison is CF-random against a merged competitor rather than against any single method; (ii) n = 1 per mark, no error bars, no seed-to-seed variability although 5 seeds × 5 models were run; (iii) the y-axis "
lee2025seqassoc,2B,PLOT,bar,1,0,1,0,0,0,0,0,0,0,1,0,0,"The dashed line defining the quoted ""72%"" is placed post hoc at the point that maximises the claim; no n printed on the bars"
lee2025seqassoc,2C,RENDER,structure render,1,0,0,0,0,0,0,0,0,0,1,0,0,"The number of models superposed is never given, so a single best-of-200 render stands in for the ensemble; no TM-score or RMSD is printed on any render"
