citekey,metric,value,units,measured_against,page
kalakoti2026afsample3,Mean fill-ratio (ensemble diversity),"af2vanilla 0.195; af3vanilla 0.215; afsample2 0.279; **afsample3 0.313**; afsample2_m 0.339; afsample3_m 0.323; af2_conformations 0.307; af3_m 0.262. AFsample3 > all others, p < 0.0001","fill-ratio, bounded [0,1], mean over n=238","diversity-plot diagonal occupancy, parabolic reweighting","p6, Table S1 p13"
kalakoti2026afsample3,Fill-ratio AUC (inverse CDF),af2vanilla 0.189; af3vanilla 0.205; afsample2 0.264; afsample3 0.302,AUC,Fig 6b legend,"Fig 6b, p6"
kalakoti2026afsample3,Optimal MSA masking level,**AF3: 40%; AF2: 20%**,fraction of MSA columns masked,"""best overall performance for generating both states"" on the 238-target Cfold set","p4, Table S1 p13"
kalakoti2026afsample3,Masking levels swept,"0.0, 0.1, 0.2, 0.3, 0.4, 0.5",fraction,Table 1,p2
kalakoti2026afsample3,Mean ensemble confidence at 50% masking,AF3 > 80; AF2 drops to ~58,AF3 confidence score,Fig 3c,"p4 (Fig 3c, p4)"
kalakoti2026afsample3,Median sampling needed to reach the alternate state,~300 models (both AFsample2 and AFsample3); range 10–750,models,"99% of best achievable minTM, bootstrapped 100×","p5, p10, Fig 4b p5"
kalakoti2026afsample3,"**DiSco vs confidence, at 5 selected models**",DiSco **0.78** vs confidence 0.74 vs cluster size 0.74,average minTM of the alternate state,reference-free selection scored post hoc against both references,"p9 (Fig 8b, p8)"
kalakoti2026afsample3,"**Reference-free recovery, 1 conformation, minTM > 0.8**",rank 1: **77% (183/238)**; top 5: 85% (203); top 10: **89% (212/238)**; top 20: 91% (217); best possible: **95% (225/238)**,% of targets (counts of 238),minTM > 0.8 vs the closer reference,"p9 (Fig 8d, p8)"
kalakoti2026afsample3,"**Reference-free recovery, 2 conformations, minTM > 0.8**",2 models: **31% (73/238)** (text says 33%); 5 models: 45% (107); 10 models: **50% (120/238)**; 20 models: 55% (130); best possible: **65% (154/238)**,% of targets (counts of 238),minTM > 0.8 for **both** references,"p9 (Fig 8f, p8)"
kalakoti2026afsample3,Default cluster count k,"20 (""larger values did not affect performance"")",clusters,k-means on PCA of pairwise-TM matrix,p9
kalakoti2026afsample3,Intermediate-state PDB mapping,118 ensembles with fill-ratio > 0.27; **77** contained intermediates mappable to PDB structures; **41** had no structural correspondence,ensembles,Foldseek/PDB structural match,p7–8 (Fig 7a axis reads n=114 — see `unresolved`)
kalakoti2026afsample3,"Fill-ratio median used as the ""diverse"" cut",0.27,fill-ratio,dataset median over 238 AFsample3 ensembles,"p7, Fig S2 p12"
kalakoti2026afsample3,Worked reference-free examples (rank 1 / rank 2),4LH6/1TAE TM 0.93 / 0.93 (conf 93.1 / 87.8); 2YLN/3ZSF TM 0.99 / 0.97 (conf 95.6 / 93.5); 5AYN/5AYO TM 0.97 / 0.95 (conf 85.1 / 78.8),"TM-score, AF3 confidence",selected models vs the two references,"Fig 8g, p8"
kalakoti2026afsample3,Per-target fill-ratio examples,"1RLM/2HF2: af2v 0.21, af3v 0.41, afsample2 0.56, afsample3 0.64. 1DPP/1DPE: af2v 0.47, af3v 0.62, afsample2 0.56, afsample3 0.96. 1URP/2DRI: af2v 0.18, af3v 0.12, afsample2 0.90, afsample3 0.89",fill-ratio,Fig 6d–f,"p6, p7"
kalakoti2026afsample3,sFRP failure case,best 7EL5 model TM = 0.88 (low confidence); highest-confidence model TM ≈ 0.55 to either state,TM-score,5XGP / 7EL5 references,p9
khaleq2026hyaline,"AuROC, HYALINE full",0.995 ± 0.003,AuROC,"5-fold CV, pre-2023 training set (n = 1,312), 30% seq-id cluster split",p5 (Table 1)
khaleq2026hyaline,"AuROC, HYALINE full",0.991 (95% CI 0.984–0.997),AuROC,"Temporal test set, 2023–2024 deposits (n = 278)","p4, p5 (Table 1)"
khaleq2026hyaline,Accuracy,0.976 ± 0.011 / 0.964,fraction,CV / temporal test,p5 (Table 1)
khaleq2026hyaline,"Sensitivity (recall, active)",0.990 ± 0.008 / 0.978,fraction,CV / temporal test,p5 (Table 1)
khaleq2026hyaline,Specificity (inactive),0.938 ± 0.021 / 0.921,fraction,CV / temporal test,p5 (Table 1)
khaleq2026hyaline,Precision,0.977 ± 0.010 / 0.962,fraction,CV / temporal test,p5 (Table 1)
khaleq2026hyaline,F1,0.983 ± 0.007 / 0.970,score,CV / temporal test,p5 (Table 1)
khaleq2026hyaline,Matthews Correlation Coefficient,0.936 ± 0.018 / 0.912,MCC,CV / temporal test,p5 (Table 1)
khaleq2026hyaline,"**AuROC, Class A**",**0.997 (95% CI 0.995–0.999)**,AuROC,"n = 1,263 Class A structures (79.4% of corpus)",p7 (Table 2)
khaleq2026hyaline,"**AuROC, Class B1 (Secretin)**",**0.988 (95% CI 0.971–0.998)**,AuROC,n = 145,p7 (Table 2)
khaleq2026hyaline,"**AuROC, Class C (Glutamate)**",**0.971 (95% CI 0.943–0.991)**,AuROC,n = 94,p7 (Table 2)
khaleq2026hyaline,"**AuROC, Class F (Frizzled)**",**0.956 (95% CI 0.901–0.989)**,AuROC,n = 34,p7 (Table 2)
khaleq2026hyaline,"AuROC, Overall (Table 2 row)",0.995,AuROC,"n = 1,590",p7 (Table 2)
khaleq2026hyaline,Accuracy by class,A 98.3% / B1 95.9% / C 91.5% / F 88.2% / Overall 97.6%,%,as above,p7 (Table 2)
khaleq2026hyaline,Sensitivity by class,A 99.2% / B1 97.1% / C 93.2% / F 90.0% / Overall 98.9%,%,as above,p7 (Table 2)
khaleq2026hyaline,F1 by class,A 0.988 / B1 0.968 / C 0.938 / F 0.900 / Overall 0.983,score,as above,p7 (Table 2)
khaleq2026hyaline,"Accuracy, Class C, Fig. 4a bar",87.2% (HYALINE) vs 63.5% (ESM3 seq-only) vs 50.0% (random),%,"Class C subset, n = 94",p5 (Fig. 4a) — **conflicts with Table 2's 91.5% Class C accuracy**
khaleq2026hyaline,"AuROC, ESM3 + linear classifier (sequence-only)",0.852,AuROC,Temporal test set,"p2, p5"
khaleq2026hyaline,"AuROC, ESM3 + MLP (sequence-only)","0.867 (text/caption, p5) vs 0.807 (Fig. 7, p8)",AuROC,Temporal test / CV — **figures conflict**,"p5, p8"
khaleq2026hyaline,"AuROC, random forest on 42 hand-crafted inter-residue distances",0.891,AuROC,Temporal test set,p5
khaleq2026hyaline,"AuROC, random baseline",0.500,AuROC,—,p8 (Fig. 7)
khaleq2026hyaline,"Δ AuROC, HYALINE − ESM3-only",13.9 percentage points,pp,Temporal test set,"p2, p5"
khaleq2026hyaline,Ablation: ESM3 → one-hot AA,"0.823 (text, p7) / 0.807 (Fig. 7, p8); Δ = −17.2 pp (text) / −0.188 (Fig. 7)",AuROC,"5-fold CV, 30% seq-id cluster split — **text and figure conflict**","p7, p8"
khaleq2026hyaline,Ablation: − motif attention bias,"0.987, Δ = −0.008 (Fig. 7) vs ""Δ = −2.7%, p < 0.01"" (text) — **conflict**",AuROC,5-fold CV,"p7, p8"
khaleq2026hyaline,Ablation: − RBF edge features,"0.982, Δ = −0.013 (Fig. 7) vs ""reduced AuROC to 0.971 (Δ = −2.4%)"" (text) — **conflict**",AuROC,5-fold CV,"p7, p8"
khaleq2026hyaline,Ablation: − attention pooling,"0.978, Δ = −0.017",AuROC,5-fold CV,p8 (Fig. 7)
khaleq2026hyaline,Ablation: − multi-scale edges,"0.971, Δ = −0.024",AuROC,5-fold CV,p8 (Fig. 7)
khaleq2026hyaline,Ablation: 3 vs 5 message-passing layers,"0.981, Δ = −1.4%",AuROC,5-fold CV,p8
khaleq2026hyaline,Attention fold-enrichment at biased motifs,"DRY 3.2×, NPxxY 2.8×, CWxP 2.4×; all p < 0.001 (10,000-permutation test)",fold enrichment vs non-motif residues,Correctly classified temporal-test structures,p6
khaleq2026hyaline,Attention fold-enrichment at *unbiased* regions (autonomous discovery),"TM5 intracellular end 2.1×, helix 8 1.9×",fold enrichment,as above,p6
khaleq2026hyaline,Attention enrichment in the *no-bias* ablated model,DRY 2.4× (vs 3.2× with bias),fold enrichment,5-fold CV,p7
khaleq2026hyaline,"Correlation, attention weight vs TM6 outward displacement","r = 0.78, p < 0.001",Pearson r,All structures,p6
khaleq2026hyaline,"Correlation, prediction confidence vs resolution",r = −0.119,Pearson r,Temporal test set,p5 (Fig. 4b)
khaleq2026hyaline,Accuracy by resolution band,<2.5 Å: 97.7%; ≥3.0 Å: 97.2%,%,Temporal test set,p5 (Fig. 4b)
khaleq2026hyaline,Confidence distribution,94.3% of predictions >0.9 or <0.1; 2.8% in 0.3–0.7,% of predictions,Test predictions,p8
khaleq2026hyaline,"Misclassifications, total and by cause","39 total: 15 partially activated intermediates (38%), 11 Class C (28%), 8 experimental artifacts (21%), 5 unexplained (13%)",count / % of errors,Misclassified structures,p9
khaleq2026hyaline,Ionic-lock distance in misclassified intermediates,"mean 6.2 Å (vs <4 Å fully inactive, >10 Å fully active)","Å, R3.50–E6.30",15 intermediate-category errors,p9
khaleq2026hyaline,"Mean confidence, Class C errors",0.58,probability,11 Class C errors,p9
khaleq2026hyaline,Inference runtime,"16.9 ms/structure mean; throughput 59/sec; ""Full GPCRome: 7.6 s""; linear fit r² = 0.887","ms, structures/s","Sequence length 150–500 residues, single GPU",p10 (Fig. 9b)
khaleq2026hyaline,"Inference runtime (Methods, conflicting)","""0.5 seconds per structure ... throughput of approximately 7,200 structures per hour""","s, structures/h","Single A100 40 GB, ~8 GB inference memory",p13 — **conflicts with Fig. 9b's 16.9 ms / 59 per second**
khaleq2026hyaline,Training cost,~4 hours for full 5-fold CV,hours,Single NVIDIA A100 (40 GB),p13
khaleq2026hyaline,Corpus composition,72.7% active; Class A 79.4%,% of structures,"Full dataset (n = 1,590)",p11
kim2023refining,"ImageNet 256×256, FID",1.83,FID,validation data FID 1.68,"p1, p7"
kim2023refining,"ImageNet 256×256, recall",0.64,fraction,validation data recall 0.66,"p1, p7"
kim2023refining,"CIFAR-10, unconditional FID (EDM-G++)",1.77,FID,dataset,"p6, Table 3; Fig 47 p44"
kim2023refining,"CIFAR-10, conditional FID (EDM-G++)",1.64,FID,dataset,"Fig 48, p45"
kim2023refining,"CIFAR-10, LSGM-G++ FID",1.94,FID,dataset,"Fig 46, p43"
kim2023refining,"CelebA, Soft-Truncation-G++ FID",1.34,FID,dataset,"Fig 49, p46"
kim2023refining,"FFHQ, EDM-G++ FID",1.98,FID,dataset,"Fig 50, p47"
kim2026mac1,"AF3 pose success, L-RMSD < 2 Å",**72.2% (402/557)**,% of ligands,"crystal pose, n = 557","Fig 2a table, p7 (read from render); text says ""~70%"", p4"
kim2026mac1,"Chai-1 pose success, L-RMSD < 2 Å",**66.6% (371/557)**,% of ligands,"crystal pose, n = 557","Fig 2a table, p7 (read from render); text ""~70%"", p4"
kim2026mac1,"Boltz-2 pose success, L-RMSD < 2 Å",**52.1% (290/557)**,% of ligands,"crystal pose, n = 557","Fig 2a table, p7; text ""52%"", p4"
kim2026mac1,"DOCK3.7 pose success, L-RMSD < 2 Å",**40.9% (228/557)**,% of ligands,"crystal pose, n = 557","Fig 2a table, p7; text ""41%"", p4"
kim2026mac1,"AF3 in-pocket, COM < 2.5 Å",94% (519/550),% of sanitised poses,"crystal ligand COM, n = 550",p4; Fig 2a table p7
kim2026mac1,"Chai-1 in-pocket, COM < 2.5 Å",92% (509/551),% of sanitised poses,"crystal ligand COM, n = 551",p4; Fig 2a table p7
kim2026mac1,"Boltz-2 in-pocket, COM < 2.5 Å",93% (511/548),% of sanitised poses,"crystal ligand COM, n = 548",p4; Fig 2a table p7
kim2026mac1,"DOCK3.7 in-pocket, COM < 2.5 Å",83% (450/544),% of sanitised poses,"crystal ligand COM, n = 544",p4; Fig 2a table p7
kim2026mac1,Molecules failing RDKit sanitisation,~1.5% of 557,%,—,p4
kim2026mac1,"RMSD distribution modes (AF3, Chai-1)","~1, 2, 4 (trimodal)",Å,crystal pose,"p4; Fig 2a density, p7"
kim2026mac1,"Global receptor Cα RMSD, prediction vs crystal",0.1 – 0.4 (range),Å,557 crystal structures,"p6 (STable 3, not held)"
kim2026mac1,AF3 twisted-state (F156 flip) recovery,**4/19 = 21%**,fraction,crystal alternate conformations,"Fig 2b table, p7; text p6"
kim2026mac1,"AF3 open-state (A129/G130, ~8 Å loop) recovery",**0/20 = 0%**,fraction,crystal alternate conformations,"Fig 2b table, p7; text p6"
kim2026mac1,AF3 twisted-state false positives,8/538 = 1.5%,fraction,ground-state complexes,"Fig 2b table, p7; text p6 (""8 false positive twisted states"")"
kim2026mac1,AF3 open-state false positives,0/537 = 0%,fraction,ground-state complexes,"Fig 2b table, p7"
kim2026mac1,AF3 L-RMSD vs Tc to nearest training ligand,**r = 0.065**,Pearson r,n ≈ 550,"Fig 2c, p7; ""no meaningful signal"", p6"
kim2026mac1,AF3 L-RMSD vs MCS% to nearest training ligand,**r = −0.078**,Pearson r,n ≈ 550,"Fig 2c, p7"
kim2026mac1,AF3 L-pLDDT,AUROC **75.72**; norm_logAUC 15.52,%,"RMSD < 2 Å label, n ≈ 550","Fig 3a, p10; text ""AUC=75.7"", p8"
kim2026mac1,Boltz-2 Ligand ipTM,"AUROC **73.49**; norm_logAUC **20.50** (best early enrichment, ""20.5% above random"")",%,"RMSD < 2 Å label, n ≈ 548","Fig 3a, p10; text p8"
kim2026mac1,Chai-1 ipTM,AUROC **72.65**; norm_logAUC 14.91,%,"RMSD < 2 Å label, n ≈ 551","Fig 3a, p10; text ""AUC=72.7"", p8"
kim2026mac1,DOCK3.7 energy,AUROC **67.07**; norm_logAUC 13.94,%,"RMSD < 2 Å label, n ≈ 544","Fig 3a, p10; text ""AUC=67.1"", p8"
kim2026mac1,Boltz-2 pIC₅₀,AUROC **54.52**; norm_logAUC 19.16,%,RMSD < 2 Å label,"Fig 3a, p10; text ""AUC=54.5"", p8"
kim2026mac1,DOCK3.7 energy vs L-RMSD,"r = 0.35, p < 0.001",Pearson r,n ≈ 544,p8
kim2026mac1,Boltz-2 pIC₅₀ vs L-RMSD,"r = −0.03, p = 0.49 (null)",Pearson r,n ≈ 548,p8
kim2026mac1,AF3 vs Chai-1 pose agreement,r = 0.72,Pearson r,"RMSD-to-experiment, n = 557","p9, SFig 7"
kim2026mac1,AF3 vs Boltz-2 pose agreement,r = 0.52,Pearson r,same,p9
kim2026mac1,AF3 vs DOCK3.7 pose agreement,r = 0.45,Pearson r,same,p9
kim2026mac1,Boltz-2 pIC₅₀ vs measured pIC₅₀,**r = 0.600**,Pearson r,"HTRF IC₅₀, n = 202","Fig 4a, p11; text ""r = 0.6"", p9"
kim2026mac1,"Boltz-2 MAE, **uncalibrated**","1.190 pIC (~1.6 kcal), ""most affinities predicted as too potent""",pIC / kcal mol⁻¹,"measured pIC₅₀, n = 202",Fig 4a p11; p9
kim2026mac1,"Boltz-2 MAE, **after in-sample linear correction**",**0.538 pIC (~0.7 kcal)** — *calibration fitted on this same set; not held out*,pIC / kcal mol⁻¹,"measured pIC₅₀, n = 202",Fig 4a p11; p9
kim2026mac1,Baseline: predict the dataset mean pIC₅₀ (4.95) for every compound,0.68 pIC (0.93 kcal),pIC / kcal mol⁻¹,"measured pIC₅₀, n = 202",Fig 4 caption p11; p9
kim2026mac1,AF3 L-pLDDT vs measured pIC₅₀,r = 0.314; MAE 0.639 pIC,Pearson r / pIC,"HTRF IC₅₀, n = 202","Fig 4a, p11; p9"
kim2026mac1,DOCK3.7 energy vs measured pIC₅₀,r = −0.225; MAE 0.680 pIC,Pearson r / pIC,"HTRF IC₅₀, n = 202","Fig 4a, p11; p9"
kim2026mac1,Friedman global test across the three scores,"χ² = 16.68, p = 2.39 × 10⁻⁴",—,"MAE, n = 202","Fig 4a, p11"
kim2026mac1,"Conover post-hoc, Boltz-2 pIC₅₀ vs DOCK score",**p = 0.0057** (only significant pair),Bonferroni-corrected p,MAE,Fig 4a p11; p9
kim2026mac1,"Conover post-hoc, AF3 L-pLDDT vs Boltz-2 pIC₅₀",p = 0.089 (n.s.),Bonferroni-corrected p,MAE,"Fig 4a, p11"
kim2026mac1,"Conover post-hoc, AF3 L-pLDDT vs DOCK score",p = 1.000 (n.s.),Bonferroni-corrected p,MAE,"Fig 4a, p11"
kim2026mac1,AF3 L-RMSD vs measured potency,r = −0.297,Pearson r,n = 202,"p9 (**cited as Fig 4b, which is not printed — see `hides`**)"
kim2026mac1,Boltz-2 pIC₅₀ vs pose accuracy,r = −0.387,Pearson r,n = 202,p9 (same missing panel)
kim2026mac1,DOCK3.7 accuracy vs potency,"""no correlation""",—,n = 202,p9 (same missing panel)
kim2026mac1,Boltz-2 pIC₅₀ AUROC,**83.78** (text 83.8),,,Fig 5a p14; p12
kim2026mac1,DOCK3.7 AUROC,**78.77** (text 78.8),,,Fig 5a p14; p12
kim2026mac1,AF3 L-pLDDT AUROC,**56.10** (text 56.1),,,Fig 5a p14; p12
kim2026mac1,"KS statistic: Boltz-2 0.55*, DOCK 0.49*, AF3 0.16 (p = 0.004)",—,,,"Fig 5a, p14"
kim2026mac1,median active vs inactive: DOCK −55.0 vs −42.5 kcal/mol; AF3 75.9 vs 74.1; Boltz-2 6.70 vs 5.38,—,,,p12
kim2026mac1,"r vs pKᵢ: Boltz-2 **0.486**, AF3 0.183, DOCK −0.211",Pearson r,,,p12
kim2026mac1,Boltz-2 MAE 0.7 kcal → **0.54 after in-sample calibration**,kcal mol⁻¹,,,"p12, SFig 9"
kim2026mac1,MAE 0.92 kcal (0.56 calibrated),kcal mol⁻¹,,,p13
kim2026mac1,MAE **1.66 kcal (1.55 calibrated)** vs dataset-mean baseline **1.84 kcal**,kcal mol⁻¹,,,"p13, SFig 10"
kim2026mac1,DOCK3.7 AUROC,"**70.54** (text ""~71"")",,,Fig 5b p14; p13
kim2026mac1,Boltz-2 pIC₅₀ AUROC,"**71.34** (text ""~71"")",,,"Fig 5b, p14"
kim2026mac1,AF3 L-pLDDT AUROC,"**46.42** — ""slightly worse than random""",,,Fig 5b p14; p13
kim2026mac1,"KS: Boltz-2 0.36*, DOCK 0.37*, AF3 0.11 (p = 0.07, n.s.)",—,,,"Fig 5b, p14"
kim2026mac1,median active vs inactive: DOCK −63.9 vs −52.0 kcal/mol; Boltz-2 6.15 vs 5.72; AF3 65.4 vs 66.2 (**inverted**),—,,,p13
kim2026mac1,"r vs pKᵢ: DOCK −0.247, Boltz-2 0.284, AF3 **−0.109** (""notably a positive correlation is expected"")",Pearson r,,,p13
kim2026mac1,Boltz-2 MAE 0.89 kcal (0.55 calibrated); with FP optimistic 1.15 (0.57); random 1.97 (1.4); baseline **1.46**,kcal mol⁻¹,,,"p13, SFig 10"
kim2026mac1,DOCK3.7 AUROC,**76.47** (text 76.5),,,Fig 5c p14; p12
kim2026mac1,Boltz-2 pIC₅₀ AUROC,**68.13** (text 68.1),,,"Fig 5c, p14"
kim2026mac1,AF3 L-pLDDT AUROC,**60.51** (text 60.5),,,"Fig 5c, p14"
kim2026mac1,"KS: DOCK 0.41*, Boltz-2 0.28*, AF3 0.17*",—,,,"Fig 5c, p14"
kim2026mac1,median active vs inactive: DOCK −85.6 vs −82.8 kcal/mol; Boltz-2 5.16 vs 4.87; AF3 76.6 vs 72.0,—,,,p12
kim2026mac1,Boltz-2 MAE 1.81 kcal → 0.42 calibrated; with FP optimistic 2.33 (0.32); random 3.29 (1.04); baseline **1.07**,kcal mol⁻¹,,,"p12–13, SFig 10"
kim2026mac1,"""no clear evidence of early ligand enrichment with co-folding methods over docking methods from semi-logarithmic ROC plots""",—,,,"p13, SFig 11"
kim2026mac1,"DOCK3.7 and Boltz-2 plateau at **40–50%** hit rate for top-ranked compounds; AF3 L-pLDDT enriches only on AmpC, ""no enrichment signal for σ₂ and D4""",% hit rate,,,"p13, SFig 12"
kohlhoff2014gpcr,Aggregate simulation time,2,milliseconds,β2AR,
kohlhoff2014gpcr,Generated activation trajectories from the MSM,150,μs,β2AR,
kohlhoff2014gpcr,Independent simulations,"""tens of thousands""",count,—,
kohlhoff2014gpcr,Prior state of the art cited for comparison,"""several hundred μs"" on special-purpose hardware",simulation time,—,
kohlhoff2014gpcr,Ligand conditions,"3 (agonist BI-167107, inverse agonist carazolol, apo)",count,—,
kohlhoff2014gpcr,Structural criteria used for projection,4,count,—,
krishna2024rfaa,CAMEO high-confidence fraction,43,% of targets with PAE Interaction < 10,"CAMEO blind, 05/20/23–7/29/23, n=261 protein–small molecule interfaces",p5; Fig 2B caption p16
krishna2024rfaa,CAMEO accuracy among high-confidence,77,% with < 2 Å ligand RMSD,same 43% subset of n=261,p5; Fig 2B p15–p16
krishna2024rfaa,"CAMEO head-to-head success, RFAA",32,% with < 2 Å ligand RMSD,"CAMEO blind, 8/12/23–09/02/23, n=149 interfaces, RMSD computed by CAMEO organizers",p5; Fig 2C caption p16
krishna2024rfaa,"CAMEO head-to-head success, AutoDock Vina server",8,% with < 2 Å ligand RMSD,"same n=149, CAMEO-run Vina server (homology model + AutoDock + Vina scoring)",p5; Fig 2C p15–p16
krishna2024rfaa,"PoseBusters-set success, RFAA (sequence + ligand graph only)",42,% with < 2 Å ligand RMSD,recent-PDB set curated in ref 30; **n NOT REPORTED in this PDF**,p6; Fig 2E p15–p16; Fig S4A p27
