citekey,fig_no,page,gist,plot_type,data_shape,form,slot_facet,slot_vary,slot_series,slot_measure,slot_mark,slot_n,slot_rows,slot_cols,slot_value,slot_views,slot_overlay,panels,hides,reuse
gilson2025casp16,1,p3,"The five target systems: one representative crystal structure each, orange ribbon + purple Zn spheres + stick ligands, with a close-up of the autotaxin site showing double ligand occupancy",structure render,"`RENDER \| facet: target system (5: chymase L1001, cathepsin G L2001, autotaxin L3053/L3018, Mpro L4020, WDR55 L5001) \| views: 1 per system, plus 1 binding-site close-up for autotaxin \| overlay: 0 predictions on 1 reference (crystal only) \| axis: none`",RENDER,,,,,,,,,,,,"6 lettered panels (A, B, C1, C2, D, E) varying by system; C1/C2 vary by zoom level within one system",,"CC-BY 4.0, no ND — p1"
gilson2025casp16,2A-C,p7 (legend); figure on p7,"Bimodality of pose accuracy: histograms of LDDT-PLI and of RMSD over all submissions, plus per-group LDDT-PLI histograms for five arbitrarily chosen groups",bar (histogram),"`PLOT \| facet: submission population (3: all submissions, all submissions, 5 selected groups) \| vary: pose accuracy score (continuous, binned — LDDT-PLI 0–1 at bin width 0.1 in A and C; BiSyRMSD in Å at bin width 1.0 in B) \| series: none (1) \| measure: count of predictions per bin \| mark: bar \| n: NOT REPORTED per bin; per panel = all submissions across 34 groups × 229 targets, count not stated`",PLOT,,,,,,,,,,,,"3 (A, B, C). **A and B differ in the `vary` variable, not in facet, mark or measure** — kept in one row per the v3 rule; C differs from A by faceting on group only","n never printed; ""five arbitrarily selected groups"" in C are not named, so the per-group bimodality claim cannot be traced to a group",CC-BY 4.0 — p1
gilson2025casp16,"3A, 3C",p8,"The paper's primary ranking: skip-penalized mean LDDT-PLI per group, for Model 1 (A) and for each group's best model (C)",bar,"`PLOT \| facet: model selection (2: Model 1, best of Models 1–5) \| vary: group (34, sorted descending by score) \| series: none (1) \| measure: skip-penalized mean LDDT-PLI \| mark: bar \| n: per bar = 229 targets with skips scored 0 (the group's actual submission count is printed in each label, 2–229); 34 bars per panel`",PLOT,,,,,,,,,,,,2 of 3 (A and C share measure; B is the row below). A: 0.69 → 0.00; C: 0.73 → 0.00,"no error bars or bootstrap CIs on any bar, so the 0.69 vs 0.69 tie and the 0.69 vs 0.60 gap cannot be assessed for significance — and the paper's own caveat (p14, ""a challenge based on different targets would undoubtedly have led to a somewhat different ranking"") is not represented anywhere in the figure",CC-BY 4.0 — p1
gilson2025casp16,3B,p8,The same ranking under the CADD-familiar metric: skip-penalized fraction of predictions with RMSD ≤ 2.5 Å,bar,"`PLOT \| facet: none (1) \| vary: group (34, sorted descending by score) \| series: none (1) \| measure: skip-penalized RMSD success rate (fraction ≤ 2.5 Å) \| mark: bar \| n: per bar = 229 targets with skips scored as failures; 34 bars`",PLOT,,,,,,,,,,,,"1 of 3 (B). 0.62 → 0.00, with **10 groups at exactly 0.00**","ten bars pinned at zero are visually indistinguishable, so the bottom third of the field carries no information in this panel; no CIs",CC-BY 4.0 — p1
gilson2025casp16,4,p9,"Per-group RMSD distributions within each of the three supertargets with more than two targets, drawn in the D3R house format for cross-challenge comparison",box,"`PLOT \| facet: supertarget (3: chymase N=17, Mpro N=20, autotaxin N=189) \| vary: group (~30 per panel, sorted by median) \| series: none (1) \| measure: BiSyRMSD (Å), axis clipped at 14 \| mark: box (whiskers = min/max, box = Q1–Q3, orange dot = median) \| n: per box = that group's predictions within that supertarget (≤17, ≤20, ≤189), no skip penalty; ~30 boxes per panel`",PLOT,,,,,,,,,,,,"3, varying by supertarget; group order differs between panels","**axis truncation, stated in the caption:** ""The vertical axis limit is set to 14 to focus on the lower-RMSD results and for comparison with prior challenges [14, 15] which used similar axis limits."" RMSD has no upper bound (p5), so every gross failure is clipped and the upper whisker is uninterpretable — the metric's own failure mode is the part cropped out. Also: n behind each box is not printed (the axis label gives each group's total across all supertargets, not the per-panel n), and no skip penalty is applied here while Figure 3 applies one, so the two figures rank the same groups on different populations",CC-BY 4.0 — p1
gilson2025casp16,5,p10,"Per-target predictability: one stacked bar per pose target, sorted within supertarget, decomposing group-mean accuracy, best-Model-1 accuracy and best-across-all-models accuracy",bar (stacked),"`PLOT \| facet: supertarget (5) \| vary: target/ligand (229, sorted descending by mean best LDDT-PLI within each supertarget) \| series: statistic layer (3: red = per-target mean across groups of each group's best LDDT-PLI; blue = increment to the best Model 1 across groups; black = increment to the best across all models of all groups) \| measure: LDDT-PLI \| mark: bar (stacked) \| n: 1 target per bar, 34 groups × ≤5 models behind each; 229 bars total`",PLOT,,,,,,,,,,,,"5 facets in one strip, one bar per target","only the red segment is a central tendency; the blue and black segments are maxima across 34 groups, so total bar height is a best-case envelope and the two are read off the same axis. The across-group distribution behind each red bar — the quantity that would show whether a target is *reliably* predictable — is never shown. Individual target IDs are unreadable at 229 bars",CC-BY 4.0 — p1
gilson2025casp16,6A-D,p11,"Four candidate explanations for why some targets are easier: ligand size, ligand flexibility, similarity to the PDB, and ligand potency, each against mean pose accuracy",scatter,"`PLOT \| facet: candidate correlate (4: non-hydrogen atom count, rotatable-bond count, SuCOS-based PDB similarity 0–1, log IC50) \| vary: the correlate (continuous) \| series: none (1) \| measure: mean best LDDT-PLI across groups, no skip penalty \| mark: point \| n: 1 per mark; per panel 229 targets for A–C, autotaxin-only for D (93 by Table 1 arithmetic, not stated in the paper)`",PLOT,,,,,,,,,,,,"4 (A–D). **Panels differ in the `vary` variable only**; measure and mark are identical, so one row per the v3 rule","R² values (0.1, ~0.1, 0.25, 0.07) are given in the text (p10) but not on the panels; panel D silently changes population from all targets to autotaxin only, which the caption states but the axis does not",CC-BY 4.0 — p1
gilson2025casp16,7A-D,p12,The anti-memorization control: per-target accuracy of each automated baseline against how similar that target is to anything already in the PDB,scatter,"`PLOT \| facet: baseline method (4: AlphaFold 3, Boltz-1, RoseTTAFold All-Atom, AutoDock Vina) \| vary: maximum SuCOS-based structural similarity to available PDB structures (continuous, 0–1) \| series: none (1) \| measure: LDDT-PLI \| mark: point \| n: 1 per mark; per panel = 228 targets minus that method's failures (5/9/7/5), i.e. ~223/219/221/223 — not stated on the figure`",PLOT,,,,,,,,,,,,"4, varying by method","**the figure carries the paper's most load-bearing negative — ""this is not the case"" (p10) — with no regression line, no R², and no correlation coefficient of any kind**, in a paper that reports R² for the four weaker correlations in Figure 6. A null asserted from a point cloud by eye. Also, the similarity cutoff date differs between panels (2021-09-30 for AF3/Boltz-1, 2020-03-31 for RFAA, 2024-05-03 for AD Vina, p6), so the x-axes are not the same quantity across panels",CC-BY 4.0 — p1
gilson2025casp16,8A,p13,"Affinity ranking accuracy per group, Stage 1, Model 1 predictions",bar,"`PLOT \| facet: none (1) \| vary: group (26, sorted descending) \| series: none (1) \| measure: N-weighted Kendall's τ (κ_N) \| mark: bar \| n: per bar = affinities ranked by that group, printed in the label (108 for most; 95, 99, 82 for three; **0 for five groups**); 26 bars`",PLOT,,,,,,,,,,,,1,"five bars are labelled with **0 affinities ranked** yet still carry a plotted τ near zero, and what those bars represent is never explained; the bar count (26) does not match the 28 Stage-1 affinity groups stated on p6 and p12; no CIs, on a statistic whose noise floor the paper itself computes elsewhere (SD 0.11 for chymase, p13)",CC-BY 4.0 — p1
gilson2025casp16,8B-C,p13,The Stage 1 vs Stage 2 null: does handing predictors the experimental structure shift the distribution of affinity accuracy?,line (normalized histogram drawn as a polyline),"`PLOT \| facet: supertarget (2: autotaxin, chymase) \| vary: Kendall's τ ranking statistic, −0.5 to 0.7 (continuous, binned at 0.2) \| series: stage (2: Stage 1 blue, Stage 2 red) \| measure: probability (normalized histogram) \| mark: line \| n: per line = 21 (autotaxin S1), 24 (autotaxin S2), 28 (chymase S1), 27 (chymase S2) group submissions`",PLOT,,,,,,,,,,,,"2 (B autotaxin, C chymase). **Drawn as lines, not bars — the caption says ""normalized histograms"" but the marks are polylines**, which is why this is a separate row from 8A","~6 bins holding 21–28 observations each, so the curve shape is strongly binning-dependent, and the two curves are compared **by eye with no test statistic** for what is one of the paper's two headline conclusions (""knowledge of the structures did not lead to a shift toward greater accuracy"", p14). The chymase panel (C) in fact shows a visible leftward Stage-2 shift that the text does not discuss",CC-BY 4.0 — p1
gilson2025casp16,9,p14,"Baseline affinity predictors, including the trivial descriptor baselines, with the best CASP group shown for scale",bar,"`PLOT \| facet: none (1) \| vary: predictor (7: Haiping group 16 S1 [the best CASP group, for reference], MolWeight S1, GPR S1, GNINA Score S2, AD Vina S1, AD Vina Score S2, cLogP S1) \| series: stage (2: S1 blue, S2 orange) \| measure: N-weighted Kendall's τ \| mark: bar \| n: per bar = 122 affinity targets for S1 and 103 for S2 — not printed on the figure`",PLOT,,,,,,,,,,,,1,"mixes a CASP participant result with six assessor-run baselines on one axis without visual distinction, so the striking comparison (MolW 0.37 vs the best participant 0.39) reads as a like-for-like contest between a blind and a non-blind arm; no CIs",CC-BY 4.0 — p1
gilson2025casp16,10,p14,Do predictors know when they are right? Correlation between each group's self-reported LScore and its actual pose accuracy,bar,"`PLOT \| facet: none (1) \| vary: predictor (11: 10 CASP groups + AF3 with ligand pLDDT as LScore, sorted descending) \| series: none (1) \| measure: Kendall's τ between LScore and LDDT-PLI, no skip penalty \| mark: bar \| n: per bar = that group's predictions carrying an LScore, printed in the label (1295, 1292, 1225, 959 … 22); 11 bars`",PLOT,,,,,,,,,,,,1,"the bar for GrominhaLab (272) rests on **22** predictions while the rest rest on ~1000–1300, and the axis gives them identical visual weight; the AF3 bar is a non-blind assessor computation placed on the same axis as ten blind participant submissions with no marking; no CIs",CC-BY 4.0 — p1
gilson2025casp16,"Table 2 *(a table, not a figure — included because it is the paper's most reusable value matrix)*",p11,"Skip-penalized mean LDDT-PLI for each automated baseline and for the best CASP group, overall and per supertarget",heatmap-shaped table (rendered as plain text),"`MATRIX \| rows: method (5: AF3, Boltz-1, RFAA, AD Vina, ClusPro group 494) \| cols: supertarget (5: All, chymase, cathepsin G, autotaxin, Mpro) \| value: skip-penalized mean LDDT-PLI (0–1) \| facet: none (1)`",MATRIX,,,,,,,,,,,,"25 cells, no panels","the ""All"" column is dominated by autotaxin (189/229), which the footnote states — ""Autotaxin, with 189 targets, dominates the overall averages"" — but the table gives every column equal width, so cathepsin G (n = 2) and autotaxin (n = 189) look equally weighty; **per-column n is not printed in the table**",CC-BY 4.0 — p1
heo2022multistate,1A,4,"TM-RMSD of four modelling protocols against active and against inactive references, for the receptors solved in both states",violin,"`PLOT \| facet: reference state (2: active, inactive) \| vary: protocol (4: AlphaFold −annotatedDB +MSA; AlphaFold +annotatedDB +MSA; AlphaFold +annotatedDB −MSA; TBM +annotatedDB) \| series: none (1) \| measure: TM-RMSD (Å) \| mark: violin \| n: 15 both-state GPCRs per violin (from p10), 60 per panel; not stated in the caption`",PLOT,,,,,,,,,,,,"2 stacked panels, varying by reference state; protocol encoded as a ±annotated-DB / ±MSA table under the axis rather than as a legend","y-axis pinned to 0–4 Å; TBM and AF2-active distributions plainly extend past 4 Å (TBM median is 2.71 Å) and their upper tails are cut, so the worst arm is visually compressed. n is never shown on or under the panels. Medians quoted in the text are not printed on the figure","CC BY-NC-**ND** — p1: ""This is an open access article under the terms of the Creative Commons Attribution-NonCommercial-NoDerivs License ... no modifications or adaptations are made."" **ND forbids redrawing as well as modifying**"
heo2022multistate,1B-C,4,"CXCR2 active and inactive models superposed on both experimental structures, extracellular and side views",structure render,"`RENDER \| facet: model (3: active-state prediction, inactive-state prediction, AlphaFold prediction) \| views: 2 (extracellular, side) \| overlay: 1 prediction on 2 references per facet \| axis: none`",RENDER,,,,,,,,,,,,"6 renders in a 3×2 grid; B is the extracellular view row, C the side view row; per-model TM-RMSDs printed as labels (1.09 / 1.31 / 2.03 (A), 1.44 (I) Å)",,"as above, p1"
