experiment_slug_or_cluster,receptor,receptor_class,backbone,partner_type,n,n_pass,pass_rate,n_active,n_inactive,n_borderline,frac_active,median_d_tm6,median_d_npxxy,median_plddt_at_anchors
weekend_2026_08_22/w4f,CCR8,A,of3,α5_ct_fragment,5,5,100.0%,5,0,0,1.00,15.28,14.22,79.13
weekend_2026_08_22/w4f,CCR8,A,protenix,apo,5,5,100.0%,0,0,0,0.00,9.39,19.72,82.29
weekend_2026_08_22/w4f,CCR8,A,protenix,α5_ct_fragment,5,5,100.0%,5,0,0,1.00,13.92,13.91,91.37
weekend_2026_08_22/w4f,CXCR1,A,boltz,apo,5,5,100.0%,0,0,0,0.00,9.11,19.10,85.71
weekend_2026_08_22/w4f,CXCR1,A,boltz,α5_ct_fragment,5,5,100.0%,0,0,0,0.00,14.13,15.09,95.12
weekend_2026_08_22/w4f,CXCR1,A,of3,apo,5,5,100.0%,0,0,0,0.00,10.53,19.04,65.70
weekend_2026_08_22/w4f,CXCR1,A,of3,α5_ct_fragment,5,5,100.0%,0,0,0,0.00,13.76,14.11,80.35
weekend_2026_08_22/w4f,CXCR1,A,protenix,apo,5,5,100.0%,0,0,0,0.00,10.64,19.08,76.48
weekend_2026_08_22/w4f,CXCR1,A,protenix,α5_ct_fragment,5,5,100.0%,0,0,0,0.00,13.44,13.93,92.92
weekend_2026_08_22/w4f,HRH3,A,boltz,apo,5,5,100.0%,0,5,0,0.00,9.23,18.65,88.44
weekend_2026_08_22/w4f,HRH3,A,boltz,α5_ct_fragment,5,5,100.0%,5,0,0,1.00,14.65,17.40,93.27
weekend_2026_08_22/w4f,HRH3,A,of3,apo,5,5,100.0%,0,5,0,0.00,9.08,18.24,69.53
weekend_2026_08_22/w4f,HRH3,A,of3,α5_ct_fragment,5,5,100.0%,4,1,0,0.80,14.34,18.00,70.78
weekend_2026_08_22/w4f,HRH3,A,protenix,apo,5,5,100.0%,0,5,0,0.00,8.79,17.47,83.93
weekend_2026_08_22/w4f,HRH3,A,protenix,α5_ct_fragment,5,5,100.0%,5,0,0,1.00,14.98,13.63,86.38
weekend_2026_08_22/w4f,HRH4,A,boltz,apo,5,5,100.0%,0,0,0,0.00,8.81,17.22,75.90
weekend_2026_08_22/w4f,HRH4,A,boltz,α5_ct_fragment,5,5,100.0%,0,0,0,0.00,15.27,16.60,87.66
weekend_2026_08_22/w4f,HRH4,A,of3,apo,5,5,100.0%,0,0,0,0.00,8.85,17.68,68.02
weekend_2026_08_22/w4f,HRH4,A,of3,α5_ct_fragment,5,5,100.0%,0,0,0,0.00,12.13,17.48,69.12
weekend_2026_08_22/w4f,HRH4,A,protenix,apo,5,5,100.0%,0,0,0,0.00,9.04,17.03,81.01
weekend_2026_08_22/w4f,HRH4,A,protenix,α5_ct_fragment,5,5,100.0%,0,0,0,0.00,14.73,14.05,86.42
weekend_2026_08_22/w4f,NK1R,A,boltz,apo,5,5,100.0%,0,0,0,0.00,8.88,17.66,87.86
weekend_2026_08_22/w4f,NK1R,A,boltz,α5_ct_fragment,5,5,100.0%,0,0,0,0.00,10.29,17.23,92.04
weekend_2026_08_22/w4f,NK1R,A,of3,apo,5,5,100.0%,2,0,0,0.40,9.79,17.43,71.57
weekend_2026_08_22/w4f,NK1R,A,of3,α5_ct_fragment,5,5,100.0%,5,0,0,1.00,13.44,15.96,81.16
weekend_2026_08_22/w4f,NK1R,A,protenix,apo,5,5,100.0%,0,0,0,0.00,8.73,17.69,87.79
weekend_2026_08_22/w4f,NK1R,A,protenix,α5_ct_fragment,5,5,100.0%,0,0,0,0.00,8.64,17.80,88.79
weekend_2026_08_22/w4f,OPRK,A,boltz,apo,5,5,100.0%,0,5,0,0.00,8.65,19.06,92.89
weekend_2026_08_22/w4f,OPRK,A,boltz,α5_ct_fragment,5,5,100.0%,5,0,0,1.00,14.70,14.52,96.85
weekend_2026_08_22/w4f,OPRK,A,of3,apo,5,5,100.0%,0,5,0,0.00,8.50,19.75,70.81
weekend_2026_08_22/w4f,OPRK,A,of3,α5_ct_fragment,5,5,100.0%,1,3,1,0.20,9.45,19.11,75.13
weekend_2026_08_22/w4f,OPRK,A,protenix,apo,5,5,100.0%,0,5,0,0.00,8.48,19.22,86.67
weekend_2026_08_22/w4f,OPRK,A,protenix,α5_ct_fragment,5,5,100.0%,5,0,0,1.00,14.48,14.53,89.22
weekend_2026_08_22/w4f,OPRL,A,boltz,apo,5,5,100.0%,0,0,0,0.00,8.17,19.89,96.14
weekend_2026_08_22/w4f,OPRL,A,boltz,α5_ct_fragment,5,5,100.0%,0,0,0,0.00,14.88,15.37,97.03
weekend_2026_08_22/w4f,OPRL,A,of3,apo,5,5,100.0%,0,0,0,0.00,8.44,19.38,72.93
weekend_2026_08_22/w4f,OPRL,A,of3,α5_ct_fragment,5,5,100.0%,0,0,0,0.00,14.81,15.29,66.17
weekend_2026_08_22/w4f,OPRL,A,protenix,apo,5,5,100.0%,0,0,0,0.00,8.39,19.33,87.03
weekend_2026_08_22/w4f,OPRL,A,protenix,α5_ct_fragment,5,5,100.0%,0,0,0,0.00,14.61,14.53,89.74
weekend_2026_08_22/w4f,PE2R1,A,boltz,apo,5,5,100.0%,0,0,0,0.00,7.88,20.34,92.68
weekend_2026_08_22/w4f,PE2R1,A,boltz,α5_ct_fragment,5,5,100.0%,0,0,0,0.00,13.55,18.14,93.16
weekend_2026_08_22/w4f,PE2R1,A,of3,apo,5,5,100.0%,0,0,0,0.00,8.43,20.49,63.10
weekend_2026_08_22/w4f,PE2R1,A,of3,α5_ct_fragment,5,5,100.0%,0,0,0,0.00,8.60,21.33,68.67
weekend_2026_08_22/w4f,PE2R1,A,protenix,apo,5,5,100.0%,0,0,0,0.00,8.19,20.44,83.13
weekend_2026_08_22/w4f,PE2R1,A,protenix,α5_ct_fragment,5,5,100.0%,0,0,0,0.00,8.22,20.38,79.99
weekend_2026_08_22/w4f,TA2R,A,boltz,apo,5,5,100.0%,0,5,0,0.00,8.75,16.31,93.55
weekend_2026_08_22/w4f,TA2R,A,boltz,α5_ct_fragment,5,5,100.0%,5,0,0,1.00,12.68,13.12,95.88
weekend_2026_08_22/w4f,TA2R,A,of3,apo,5,5,100.0%,0,5,0,0.00,9.48,16.16,70.03
weekend_2026_08_22/w4f,TA2R,A,of3,α5_ct_fragment,5,5,100.0%,4,1,0,0.80,12.99,14.91,62.08
weekend_2026_08_22/w4f,TA2R,A,protenix,apo,5,5,100.0%,0,5,0,0.00,8.99,16.33,84.30
weekend_2026_08_22/w4f,TA2R,A,protenix,α5_ct_fragment,5,5,100.0%,0,5,0,0.00,9.00,16.39,82.24
weekend_2026_08_22/w5d,ADRB2,A,boltz,decoy_scaffold,100,100,100.0%,0,99,1,0.00,10.11,17.62,85.33
weekend_2026_08_22/w5d,ADRB2,A,protenix,decoy_scaffold,100,100,100.0%,0,100,0,0.00,9.46,17.84,82.94
weekend_2026_08_22/w5e,ADRB2,A,boltz,apo,20,20,100.0%,0,20,0,0.00,10.65,17.82,84.53
weekend_2026_08_22/w5e,ADRB2,A,boltz,α5_ct_fragment,20,20,100.0%,19,1,0,0.95,17.96,14.08,84.49
weekend_2026_08_22/w5e,ADRB2,A,protenix,apo,20,20,100.0%,0,20,0,0.00,9.94,17.81,84.00
weekend_2026_08_22/w5e,ADRB2,A,protenix,α5_ct_fragment,20,20,100.0%,20,0,0,1.00,17.89,14.27,88.56
weekend_2026_08_22/w5j,ADRB2,A,boltz,α5_ct_variant,345,345,100.0%,247,75,23,0.72,16.35,14.29,87.66
weekend_2026_08_22/w5n,,,boltz,apo,20,0,0.0%,0,0,0,0.00,,,
weekend_2026_08_22/w5n,,,boltz,α5_ct_fragment,20,0,0.0%,0,0,0,0.00,,,
weekend_2026_08_22/w5n,,,boltz,α5_ct_variant,20,0,0.0%,0,0,0,0.00,,,
weekend_2026_08_22/w5n,,,of3,apo,20,0,0.0%,0,0,0,0.00,,,
weekend_2026_08_22/w5n,,,of3,α5_ct_fragment,20,0,0.0%,0,0,0,0.00,,,
weekend_2026_08_22/w5n,,,of3,α5_ct_variant,20,0,0.0%,0,0,0,0.00,,,
weekend_2026_08_22/w5n,,,protenix,apo,20,0,0.0%,0,0,0,0.00,,,
weekend_2026_08_22/w5n,,,protenix,α5_ct_fragment,20,0,0.0%,0,0,0,0.00,,,
weekend_2026_08_22/w5n,,,protenix,α5_ct_variant,15,0,0.0%,0,0,0,0.00,,,
weekend_2026_08_22/w7a,,,boltz,α5_ct_fragment,120,0,0.0%,0,0,0,0.00,,,
weekend_2026_08_22/w7a,ADRB2,A,boltz,α5_ct_fragment,60,60,100.0%,59,1,0,0.98,17.96,14.08,84.69
weekend_2026_08_22/w7a,ADRB2,A,boltz,α5_ct_variant,320,320,100.0%,238,80,2,0.74,17.62,13.98,88.67
weekend_2026_08_22/w7a,ADRB2,A,protenix,α5_ct_fragment,60,60,100.0%,60,0,0,1.00,17.90,14.24,88.54
weekend_2026_08_22/w7a,GLP1R,B,boltz,α5_ct_fragment,20,20,100.0%,0,2,0,0.00,29.89,18.26,89.97
weekend_2026_08_22/w7b,ADRB2,A,boltz,apo,60,60,100.0%,0,60,0,0.00,10.51,17.87,88.34
weekend_2026_08_22/w7b,ADRB2,A,boltz,α5_ct_fragment,60,60,100.0%,36,18,6,0.60,15.71,16.54,86.15
weekend_2026_08_22/w7b,GLP1R,B,boltz,apo,60,60,100.0%,0,50,0,0.00,21.03,19.60,83.96
weekend_2026_08_22/w7b,GLP1R,B,boltz,α5_ct_fragment,60,60,100.0%,0,33,0,0.00,21.51,19.02,88.43
weekend_2026_08_22/w7b,MCHR1,A,boltz,apo,60,60,100.0%,0,60,0,0.00,8.81,17.92,88.01
weekend_2026_08_22/w7b,MCHR1,A,boltz,α5_ct_fragment,60,60,100.0%,21,36,3,0.35,11.46,17.41,92.28
weekend_2026_08_22/w7bx,5HT1A,A,boltz,apo,80,80,100.0%,0,0,0,0.00,15.81,14.90,85.54
weekend_2026_08_22/w7bx,5HT1A,A,boltz,α5_ct_fragment,80,80,100.0%,0,0,0,0.00,18.05,14.57,95.30
weekend_2026_08_22/w7bx,ADRB2,A,boltz,apo,80,80,100.0%,0,80,0,0.00,10.57,17.85,87.89
weekend_2026_08_22/w7bx,ADRB2,A,boltz,α5_ct_fragment,80,80,100.0%,33,43,4,0.41,10.86,18.02,84.28
weekend_2026_08_22/w7bx,HRH4,A,boltz,apo,80,80,100.0%,0,0,0,0.00,9.07,17.24,76.94
weekend_2026_08_22/w7bx,HRH4,A,boltz,α5_ct_fragment,80,80,100.0%,0,0,0,0.00,15.54,16.67,89.70
weekend_2026_08_22/w7bx,MCHR1,A,boltz,apo,80,80,100.0%,0,79,1,0.00,8.90,17.97,88.28
weekend_2026_08_22/w7bx,MCHR1,A,boltz,α5_ct_fragment,80,80,100.0%,60,20,0,0.75,14.33,15.34,93.92
weekend_2026_08_22/w7bx,NPY2R,A,boltz,apo,80,80,100.0%,20,60,0,0.25,9.67,17.72,89.43
weekend_2026_08_22/w7bx,NPY2R,A,boltz,α5_ct_fragment,80,80,100.0%,60,18,2,0.75,14.95,13.83,94.33
weekend_2026_08_22/w7c,ADRB2,A,boltz,α5_ct_variant,400,400,100.0%,134,248,18,0.34,11.26,17.74,87.45
weekend_2026_08_22/w7d,ADRB2,A,boltz,α5_ct_variant,600,600,100.0%,304,275,21,0.51,14.65,17.15,87.87
weekend_2026_08_22/w7d,ADRB2,A,protenix,apo,50,50,100.0%,0,50,0,0.00,10.07,17.76,83.95
weekend_2026_08_22/w7d,ADRB2,A,protenix,α5_ct_fragment,50,50,100.0%,50,0,0,1.00,17.79,14.31,88.70
weekend_2026_08_22/w7d,MCHR1,A,protenix,apo,50,50,100.0%,0,50,0,0.00,8.16,18.33,84.43
weekend_2026_08_22/w7d,MCHR1,A,protenix,α5_ct_fragment,50,50,100.0%,0,50,0,0.00,8.16,18.47,86.18
weekend_2026_08_22/w7e,,,boltz,apo,80,0,0.0%,0,0,0,0.00,,,
weekend_2026_08_22/w7e,,,boltz,α5_ct_fragment,80,0,0.0%,0,0,0,0.00,,,
weekend_2026_08_22/w7e,ADRB2,A,boltz,apo,10,10,100.0%,0,10,0,0.00,10.65,17.97,89.14
weekend_2026_08_22/w7e,ADRB2,A,boltz,α5_ct_fragment,10,10,100.0%,10,0,0,1.00,17.66,14.04,87.70
weekend_2026_08_22/w7f,,,boltz,α5_ct_variant,120,0,0.0%,0,0,0,0.00,,,
weekend_2026_08_22/w8y,ADRB2,A,boltz,α5_ct_variant,200,200,100.0%,30,169,1,0.15,10.80,17.78,89.63
weekend_2026_08_22/w8z,ADRB2,A,boltz,decoy_scaffold,30,30,100.0%,0,30,0,0.00,10.08,17.64,84.95
weekend_2026_08_22/w8z,ADRB2,A,boltz,α5_ct_variant,360,360,100.0%,263,56,41,0.73,15.25,14.35,84.92
weekend_2026_08_22/w9a,ADRB2,A,protenix,decoy_scaffold,30,30,100.0%,0,30,0,0.00,9.49,17.85,82.91
weekend_2026_08_22/w9a,ADRB2,A,protenix,α5_ct_variant,90,90,100.0%,30,60,0,0.33,9.69,17.75,83.74
weekend_2026_08_22/w9c,ADRB2,A,boltz,α5_ct_variant,200,200,100.0%,177,7,16,0.89,15.61,14.33,86.14
weekend_2026_08_22/w9d,ADRB2,A,boltz,shuffled_ga,300,300,100.0%,10,287,3,0.03,10.27,17.67,85.07
